num_models,fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,train,73,"[430, 435): 'Pusan'",ORG,,,,,,,
17,train,73,"[448, 455): 'Chonnam'",ORG,,,,,,,
17,train,73,"[468, 473): 'Ulsan'",ORG,,,,,,,
17,train,73,"[486, 493): 'Chonbuk'",ORG,,,,,,,
17,train,74,"[11, 18): 'Senegal'",LOC,,,,,,,
17,train,74,"[48, 53): 'DAKAR'",LOC,,,,,,,
17,train,74,"[142, 149): 'Kaolack'",LOC,,,,,,,
17,train,74,"[261, 278): 'Masserigne Ndiaye'",PER,,,,,,,
17,train,74,"[444, 451): 'Reuters'",ORG,,,,,,,
17,train,74,"[516, 526): 'Senegalese'",MISC,,,,,,,
17,train,74,"[535, 540): 'Dakar'",LOC,,,,,,,
17,train,75,"[11, 19): 'Nigerian'",MISC,,,,,,,
17,train,75,"[61, 69): 'MONROVIA'",LOC,,,,,,,
17,train,75,"[81, 89): 'Nigerian'",MISC,,,,,,,
17,train,75,"[104, 119): 'Sam Victor Malu'",PER,,,,,,,
17,train,75,"[191, 198): 'Liberia'",LOC,,,,,,,
17,train,75,"[298, 306): 'Nigerian'",MISC,,,,,,,
17,train,75,"[411, 418): 'Liberia'",LOC,,,,,,,
17,train,75,"[511, 518): 'Liberia'",LOC,,,,,,,
17,train,75,"[776, 786): 'Tubmanburg'",LOC,,,,,,,
17,train,75,"[869, 873): 'U.N.'",ORG,,,,,,,
17,train,75,"[897, 911): 'Anthony Nyakyi'",PER,,,,,,,
17,train,75,"[1034, 1042): 'Nigerian'",MISC,,,,,,,
17,train,75,"[1051, 1056): 'Abuja'",LOC,,,,,,,
17,train,75,"[1263, 1269): 'ECOMOG'",ORG,,,,,,,
17,train,75,"[1314, 1321): 'Liberia'",LOC,,,,,,,
17,train,75,"[1329, 1370): 'Economic Community of West African States'",ORG,,,,,,,
17,train,76,"[11, 17): 'Guinea'",LOC,,,,,,,
17,train,76,"[44, 51): 'CONAKRY'",LOC,,,,,,,
17,train,76,"[67, 79): 'West African'",MISC,,,,,,,
17,train,76,"[89, 95): 'Guinea'",LOC,,,,,,,
17,train,76,"[288, 294): 'Guinea'",LOC,,,,,,,
17,train,76,"[428, 434): 'Guinea'",LOC,,,,,,,
17,train,76,"[448, 461): 'Lansana Conte'",PER,,,,,,,
17,train,76,"[485, 523): 'Organisation of the Islamic Conference'",ORG,,,,,,,
17,train,76,"[534, 540): 'Kuwait'",LOC,,,,,,,
17,train,76,"[574, 577): 'OIC'",ORG,,,,,,,
17,train,76,"[588, 596): 'Pakistan'",LOC,,,,,,,
17,train,76,"[606, 613): 'Koranic'",MISC,,,,,,,
17,train,76,"[682, 693): 'Badi-Tondon'",LOC,,,,,,,
17,train,76,"[749, 756): 'Conakry'",LOC,,,,,,,
17,train,76,"[1002, 1007): 'Conte'",PER,,,,,,,
17,train,76,"[1056, 1063): 'Marxist'",MISC,,,,,,,
17,train,77,"[11, 24): 'South African'",MISC,,,,,,,
17,train,77,"[33, 37): 'U.S.'",LOC,,,,,,,
17,train,77,"[59, 71): 'JOHANNESBURG'",LOC,,,,,,,
17,train,77,"[85, 98): 'South African'",MISC,,,,,,,
17,train,77,"[125, 133): 'American'",MISC,,,,,,,
17,train,77,"[237, 251): 'Carlo Hoffmann'",PER,,,,,,,
17,train,77,"[318, 331): 'Robben Island'",LOC,,,,,,,
17,train,77,"[336, 345): 'Cape Town'",LOC,,,,,,,
17,train,77,"[471, 486): 'Danielle Murray'",PER,,,,,,,
17,train,77,"[492, 500): 'Sandusky'",LOC,,,,,,,
17,train,77,"[502, 506): 'Ohio'",LOC,,,,,,,
17,train,77,"[656, 670): 'Atlantic Ocean'",LOC,,,,,,,
17,train,78,"[11, 21): 'Rottweiler'",MISC,,,,,,,
17,train,78,"[28, 41): 'South African'",MISC,,,,,,,
17,train,78,"[51, 63): 'JOHANNESBURG'",LOC,,,,,,,
17,train,78,"[116, 129): 'South African'",MISC,,,,,,,
17,train,78,"[242, 252): 'Louis Booy'",PER,,,,,,,
17,train,78,"[304, 318): 'Vanderbijlpark'",LOC,,,,,,,
17,train,78,"[324, 336): 'Johannesburg'",LOC,,,,,,,
17,train,78,"[600, 612): 'Johannesburg'",LOC,,,,,,,
17,train,79,"[23, 30): 'Hungary'",LOC,,,,,,,
17,train,79,"[48, 56): 'BUDAPEST'",LOC,,,,,,,
17,train,79,"[327, 330): 'NBH'",ORG,,,,,,,
17,train,79,"[823, 826): 'NBH'",ORG,,,,,,,
17,train,79,"[843, 856): 'Duff & Phelps'",ORG,,,,,,,
17,train,79,"[858, 862): 'IBCA'",ORG,,,,,,,
17,train,79,"[867, 884): 'Thomson BankWatch'",ORG,,,,,,,
17,train,79,"[897, 900): 'S&P'",ORG,,,,,,,
17,train,79,"[909, 934): 'Moody's Investors Service'",ORG,,,,,,,
17,train,79,"[948, 974): 'Japan Credit Rating Agency'",ORG,,,,,,,
17,train,79,"[980, 983): 'NBH'",ORG,,,,,,,
17,train,79,"[1018, 1021): 'MIT'",ORG,,,,,,,
17,train,79,"[1053, 1061): 'Budapest'",LOC,,,,,,,
17,train,80,"[61, 67): 'MOSCOW'",LOC,,,,,,,
17,train,80,"[91, 98): 'Russian'",MISC,,,,,,,
17,train,80,"[183, 190): 'Chechen'",MISC,,,,,,,
17,train,80,"[199, 205): 'Grozny'",LOC,,,,,,,
17,train,80,"[238, 244): 'Russia'",LOC,,,,,,,
17,train,80,"[276, 284): 'Interfax'",ORG,,,,,,,
17,train,80,"[303, 311): 'Interfax'",ORG,,,,,,,
17,train,80,"[347, 355): 'Chechnya'",LOC,,,,,,,
17,train,80,"[381, 398): 'interior ministry'",ORG,,,,,,,
17,train,80,"[480, 488): 'Interfax'",ORG,,,,,,,
17,train,80,"[552, 567): 'Alexander Lebed'",PER,,,,,,,
17,train,80,"[593, 608): 'Aslan Maskhadov'",PER,,,,,,,
17,train,80,"[733, 741): 'Interfax'",ORG,,,,,,,
17,train,80,"[890, 893): 'GMT'",MISC,,,,,,,
17,train,80,"[935, 938): 'GMT'",MISC,,,,,,,
17,train,80,"[940, 948): 'Interfax'",ORG,,,,,,,
17,train,80,"[981, 988): 'Russian'",MISC,,,,,,,
17,train,80,"[1000, 1008): 'Chechnya'",LOC,,,,,,,
17,train,81,"[11, 17): 'Polish'",MISC,,,,,,,
17,train,81,"[59, 65): 'GDANSK'",LOC,,,,,,,
17,train,81,"[67, 73): 'Poland'",LOC,,,,,,,
17,train,81,"[87, 93): 'Polish'",MISC,,,,,,,
17,train,81,"[343, 354): 'Sierakowice'",LOC,,,,,,,
17,train,81,"[448, 454): 'Gdansk'",LOC,,,,,,,
17,train,81,"[597, 608): 'Sierakowice'",LOC,,,,,,,
17,train,81,"[775, 782): 'Reuters'",ORG,,,,,,,
17,train,82,"[117, 122): 'Czech'",MISC,,,,,,,
17,train,82,"[175, 194): 'Czech National Bank'",ORG,,,,,,,
17,train,82,"[196, 199): 'CNB'",ORG,,,,,,,
17,train,82,"[317, 332): 'Prague Newsroom'",ORG,,,,,,,
17,train,83,"[11, 19): 'Russians'",MISC,,,,,,,
17,train,83,"[41, 49): 'Chechnya'",LOC,,,,,,,
17,train,83,"[51, 62): 'NOVYE ATAGI'",LOC,,,,,,,
17,train,83,"[64, 70): 'Russia'",LOC,,,,,,,
17,train,83,"[100, 113): 'Boris Yeltsin'",PER,,,,,,,
17,train,83,"[133, 148): 'Alexander Lebed'",PER,,,,,,,
17,train,83,"[153, 160): 'Chechen'",MISC,,,,,,,
17,train,83,"[182, 197): 'Aslan Maskhadov'",PER,,,,,,,
17,train,83,"[362, 369): 'Chechen'",MISC,,,,,,,
17,train,83,"[378, 384): 'Grozny'",LOC,,,,,,,
17,train,83,"[421, 430): 'Itar-Tass'",ORG,,,,,,,
17,train,83,"[513, 521): 'Chechnya'",LOC,,,,,,,
17,train,84,"[11, 16): 'Lebed'",PER,,,,,,,
17,train,84,"[27, 42): 'Russian-Chechen'",MISC,,,,,,,
17,train,84,"[74, 80): 'Russia'",LOC,,,,,,,
17,train,84,"[106, 112): 'Russia'",LOC,,,,,,,
17,train,84,"[271, 276): 'Lebed'",PER,,,,,,,
17,train,84,"[304, 323): 'Alexander Barkhatov'",PER,,,,,,,
17,train,84,"[430, 437): 'Chechen'",MISC,,,,,,,
17,train,84,"[446, 452): 'Grozny'",LOC,,,,,,,
17,train,84,"[666, 674): 'Chechnya'",LOC,,,,,,,
17,train,85,"[11, 18): 'Yeltsin'",PER,,,,,,,
17,train,85,"[28, 35): 'Russian'",MISC,,,,,,,
17,train,85,"[48, 54): 'MOSCOW'",LOC,,,,,,,
17,train,85,"[66, 73): 'Russian'",MISC,,,,,,,
17,train,85,"[108, 121): 'Boris Yeltsin'",PER,,,,,,,
17,train,85,"[214, 231): 'Tatyana Dmitrieva'",PER,,,,,,,
17,train,85,"[383, 390): 'Kremlin'",LOC,,,,,,,
17,train,85,"[458, 464): 'Russia'",LOC,,,,,,,
17,train,86,"[25, 31): 'Bosnia'",LOC,,,,,,,
17,train,86,"[41, 49): 'SARAJEVO'",LOC,,,,,,,
17,train,86,"[98, 106): 'Sarajevo'",LOC,,,,,,,
17,train,86,"[126, 133): 'Reuters'",ORG,,,,,,,
17,train,86,"[223, 230): 'Bosnian'",MISC,,,,,,,
17,train,86,"[344, 351): 'Bosnian'",MISC,,,,,,,
17,train,86,"[363, 371): 'Croatian'",MISC,,,,,,,
17,train,86,"[410, 417): 'Bosnian'",MISC,,,,,,,
17,train,86,"[465, 519): 'Bosnian Association for Refugees and Displaced Persons'",ORG,,,,,,,
17,train,86,"[521, 539): 'Mirhunisa Komarica'",PER,,,,,,,
17,train,86,"[588, 595): 'Bosnian'",MISC,,,,,,,
17,train,86,"[604, 614): 'Srebrenica'",LOC,,,,,,,
17,train,86,"[653, 660): 'Serbian'",MISC,,,,,,,
17,train,86,"[681, 689): 'Komarica'",PER,,,,,,,
17,train,86,"[715, 725): 'Srebrenica'",LOC,,,,,,,
17,train,86,"[738, 744): 'Trepca'",LOC,,,,,,,
17,train,86,"[778, 791): 'Aleksandrovac'",LOC,,,,,,,
17,train,86,"[807, 816): 'Slovenian'",MISC,,,,,,,
17,train,86,"[843, 850): 'Bosnian'",MISC,,,,,,,
17,train,86,"[873, 882): 'Ljubljana'",LOC,,,,,,,
17,train,86,"[926, 935): 'Ljubljana'",LOC,,,,,,,
17,train,86,"[940, 947): 'Maribor'",LOC,,,,,,,
17,train,86,"[952, 960): 'Sarajevo'",LOC,,,,,,,
17,train,87,"[11, 17): 'Grozny'",LOC,,,,,,,
17,train,87,"[47, 58): 'ALKHAN-YURT'",LOC,,,,,,,
17,train,87,"[60, 66): 'Russia'",LOC,,,,,,,
17,train,87,"[90, 96): 'Grozny'",LOC,,,,,,,
17,train,87,"[109, 116): 'Russian'",MISC,,,,,,,
17,train,87,"[249, 256): 'Reuters'",ORG,,,,,,,
17,train,87,"[271, 286): 'Lawrence Sheets'",PER,,,,,,,
17,train,87,"[324, 335): 'Alkhan-Yurt'",LOC,,,,,,,
17,train,87,"[367, 373): 'Grozny'",LOC,,,,,,,
17,train,87,"[411, 418): 'Russian'",MISC,,,,,,,
17,train,87,"[434, 449): 'Alexander Lebed'",PER,,,,,,,
17,train,87,"[652, 659): 'Chechen'",MISC,,,,,,,
17,train,87,"[728, 734): 'Grozny'",LOC,,,,,,,
17,train,88,"[39, 48): 'Colombian'",MISC,,,,,,,
17,train,88,"[56, 62): 'BOGOTA'",LOC,,,,,,,
17,train,88,"[64, 72): 'Colombia'",LOC,,,,,,,
17,train,88,"[84, 92): 'Colombia'",LOC,,,,,,,
17,train,88,"[181, 188): 'Pacific'",LOC,,,,,,,
17,train,88,"[293, 300): 'Gorgona'",LOC,,,,,,,
17,train,88,"[305, 313): 'Colombia'",LOC,,,,,,,
17,train,88,"[369, 375): 'Narino'",LOC,,,,,,,
17,train,88,"[407, 414): 'Ecuador'",LOC,,,,,,,
17,train,88,"[503, 515): 'Italo Pineda'",PER,,,,,,,
17,train,88,"[663, 675): 'Buenaventura'",LOC,,,,,,,
17,train,89,"[64, 76): 'BUENOS AIRES'",LOC,,,,,,,
17,train,89,"[211, 232): 'Steel Industry Center'",ORG,,,,,,,
17,train,89,"[597, 607): 'Jason Webb'",PER,,,,,,,
17,train,89,"[609, 630): 'Buenos Aires Newsroom'",ORG,,,,,,,
17,train,90,"[11, 15): 'Peru'",LOC,,,,,,,
17,train,90,"[65, 69): 'LIMA'",LOC,,,,,,,
17,train,90,"[71, 75): 'Peru'",LOC,,,,,,,
17,train,90,"[348, 360): 'Shining Path'",ORG,,,,,,,
17,train,90,"[377, 392): 'Alomella Robles'",LOC,,,,,,,
17,train,90,"[448, 452): 'Lima'",LOC,,,,,,,
17,train,90,"[758, 770): 'Shining Path'",ORG,,,,,,,
17,train,90,"[827, 841): 'Abimael Guzman'",PER,,,,,,,
17,train,90,"[909, 913): 'Peru'",LOC,,,,,,,
17,train,91,"[18, 25): 'Surinam'",LOC,,,,,,,
17,train,91,"[60, 70): 'PARAMARIBO'",LOC,,,,,,,
17,train,91,"[72, 79): 'Surinam'",LOC,,,,,,,
17,train,91,"[109, 119): 'Surinamese'",MISC,,,,,,,
17,train,91,"[264, 276): 'Freddy Pinas'",PER,,,,,,,
17,train,91,"[280, 295): 'Surinamese-born'",MISC,,,,,,,
17,train,91,"[334, 343): 'Brunswijk'",PER,,,,,,,
17,train,91,"[427, 433): 'Moengo'",LOC,,,,,,,
17,train,91,"[466, 476): 'Paramaribo'",LOC,,,,,,,
17,train,91,"[513, 518): 'Pinas'",PER,,,,,,,
17,train,91,"[603, 617): 'Jungle Command'",ORG,,,,,,,
17,train,91,"[658, 663): 'Pinas'",PER,,,,,,,
17,train,91,"[676, 685): 'Brunswijk'",PER,,,,,,,
17,train,91,"[725, 734): 'Brunswijk'",PER,,,,,,,
17,train,91,"[779, 788): 'Brunswijk'",PER,,,,,,,
17,train,91,"[858, 863): 'Pinas'",PER,,,,,,,
17,train,91,"[915, 924): 'Brunswijk'",PER,,,,,,,
17,train,91,"[1065, 1074): 'Brunswijk'",PER,,,,,,,
17,train,91,"[1269, 1282): 'French Guiana'",LOC,,,,,,,
17,train,91,"[1404, 1413): 'Brunswijk'",PER,,,,,,,
17,train,92,"[27, 31): 'Thai'",MISC,,,,,,,
17,train,92,"[59, 66): 'BANGKOK'",LOC,,,,,,,
17,train,92,"[80, 89): 'Hong Kong'",LOC,,,,,,,
17,train,92,"[120, 124): 'Thai'",MISC,,,,,,,
17,train,92,"[141, 148): 'Pattaya'",LOC,,,,,,,
17,train,93,"[11, 20): 'Australia'",LOC,,,,,,,
17,train,93,"[49, 54): 'China'",LOC,,,,,,,
17,train,93,"[56, 63): 'BEIJING'",LOC,,,,,,,
17,train,93,"[75, 85): 'Australian'",MISC,,,,,,,
17,train,93,"[103, 119): 'Alexander Downer'",PER,,,,,,,
17,train,93,"[131, 138): 'Beijing'",LOC,,,,,,,
17,train,93,"[261, 268): 'Chinese'",MISC,,,,,,,
17,train,93,"[286, 297): 'Qian Qichen'",PER,,,,,,,
17,train,93,"[326, 336): 'Australian'",MISC,,,,,,,
17,train,93,"[350, 359): 'Hong Kong'",LOC,,,,,,,
17,train,93,"[380, 390): 'Australian'",MISC,,,,,,,
17,train,93,"[402, 409): 'Beijing'",LOC,,,,,,,
17,train,93,"[416, 421): 'China'",LOC,,,,,,,
17,train,93,"[451, 460): 'Hong Kong'",LOC,,,,,,,
17,train,93,"[464, 471): 'British'",MISC,,,,,,,
17,train,93,"[511, 516): 'China'",LOC,,,,,,,
17,train,93,"[521, 530): 'Australia'",LOC,,,,,,,
17,train,93,"[577, 586): 'Australia'",LOC,,,,,,,
17,train,93,"[627, 633): 'Taiwan'",LOC,,,,,,,
17,train,93,"[683, 693): 'Australian'",MISC,,,,,,,
17,train,93,"[720, 726): 'Taiwan'",LOC,,,,,,,
17,train,93,"[752, 760): 'Canberra'",LOC,,,,,,,
17,train,93,"[765, 775): 'Washington'",LOC,,,,,,,
17,train,93,"[800, 809): 'Australia'",LOC,,,,,,,
17,train,93,"[824, 829): 'Tibet'",LOC,,,,,,,
17,train,93,"[860, 870): 'Dalai Lama'",PER,,,,,,,
17,train,93,"[872, 878): 'Downer'",PER,,,,,,,
17,train,93,"[892, 902): 'Australian'",MISC,,,,,,,
17,train,93,"[921, 926): 'China'",LOC,,,,,,,
17,train,93,"[980, 988): 'Canberra'",LOC,,,,,,,
17,train,94,"[52, 58): 'NABLUS'",LOC,,,,,,,
17,train,94,"[60, 69): 'West Bank'",LOC,,,,,,,
17,train,94,"[83, 92): 'West Bank'",LOC,,,,,,,
17,train,94,"[133, 165): 'Palestinian Information Ministry'",ORG,,,,,,,
17,train,94,"[453, 458): 'Amman'",LOC,,,,,,,
17,train,94,"[464, 477): 'Daoud Makkawi'",PER,,,,,,,
17,train,94,"[492, 504): 'Nablus-based'",MISC,,,,,,,
17,train,94,"[505, 514): 'al-Risala'",LOC,,,,,,,
17,train,94,"[530, 537): 'Reuters'",ORG,,,,,,,
17,train,94,"[644, 650): 'Jordan'",LOC,,,,,,,
17,train,94,"[664, 675): 'Edward Said'",PER,,,,,,,
17,train,94,"[700, 713): 'New York City'",LOC,,,,,,,
17,train,94,"[932, 941): 'West Bank'",LOC,,,,,,,
17,train,94,"[950, 958): 'Ramallah'",LOC,,,,,,,
17,train,94,"[1074, 1106): 'Palestinian Information Ministry'",ORG,,,,,,,
17,train,94,"[1124, 1138): 'Mutawakel Taha'",PER,,,,,,,
17,train,94,"[1230, 1251): 'Palestinian Authority'",ORG,,,,,,,
17,train,94,"[1381, 1385): 'Taha'",PER,,,,,,,
17,train,94,"[1391, 1398): 'Reuters'",ORG,,,,,,,
17,train,94,"[1404, 1408): 'Taha'",PER,,,,,,,
17,train,94,"[1601, 1606): 'Daoud'",PER,,,,,,,
17,train,94,"[1646, 1653): 'British'",MISC,,,,,,,
17,train,94,"[1665, 1678): 'Patrick Seale'",PER,,,,,,,
17,train,94,"[1960, 1969): 'West Bank'",LOC,,,,,,,
17,train,94,"[1974, 1984): 'Gaza Strip'",LOC,,,,,,,
17,train,94,"[1992, 1999): 'Israeli'",MISC,,,,,,,
17,train,94,"[2032, 2038): 'Jewish'",MISC,,,,,,,
17,train,94,"[2087, 2090): 'PLO'",ORG,,,,,,,
17,train,95,"[11, 16): 'Egypt'",LOC,,,,,,,
17,train,95,"[24, 32): 'Istanbul'",LOC,,,,,,,
17,train,95,"[61, 66): 'CAIRO'",LOC,,,,,,,
17,train,95,"[111, 119): 'EgyptAir'",ORG,,,,,,,
17,train,95,"[160, 168): 'Istanbul'",LOC,,,,,,,
17,train,95,"[185, 193): 'EgyptAir'",ORG,,,,,,,
17,train,95,"[380, 400): 'Mohamed Fahim Rayyan'",PER,,,,,,,
17,train,95,"[427, 432): 'Cairo'",LOC,,,,,,,
17,train,95,"[716, 723): 'Turkish'",MISC,,,,,,,
17,train,95,"[802, 809): 'Turkish'",MISC,,,,,,,
17,train,95,"[858, 866): 'EgyptAir'",ORG,,,,,,,
17,train,95,"[880, 887): 'Turkish'",MISC,,,,,,,
17,train,95,"[1103, 1108): 'Ihlas'",ORG,,,,,,,
17,train,95,"[1124, 1131): 'English'",MISC,,,,,,,
17,train,96,"[11, 16): 'Egypt'",LOC,,,,,,,
17,train,96,"[42, 50): 'Sudanese'",MISC,,,,,,,
17,train,96,"[59, 64): 'CAIRO'",LOC,,,,,,,
17,train,96,"[80, 88): 'Egyptian'",MISC,,,,,,,
17,train,96,"[138, 146): 'Sudanese'",MISC,,,,,,,
17,train,96,"[202, 210): 'Egyptian'",MISC,,,,,,,
17,train,96,"[232, 245): 'Hosni Mubarak'",PER,,,,,,,
17,train,96,"[276, 281): 'Egypt'",LOC,,,,,,,
17,train,96,"[322, 328): 'Moslem'",MISC,,,,,,,
17,train,96,"[357, 364): 'Mubarak'",PER,,,,,,,
17,train,96,"[368, 379): 'Addis Ababa'",LOC,,,,,,,
17,train,96,"[416, 437): 'U.N. Security Council'",ORG,,,,,,,
17,train,96,"[470, 478): 'Sudanese'",MISC,,,,,,,
17,train,96,"[497, 505): 'Khartoum'",LOC,,,,,,,
17,train,96,"[550, 561): 'Addis Ababa'",LOC,,,,,,,
17,train,96,"[623, 628): 'Sudan'",LOC,,,,,,,
17,train,96,"[661, 666): 'Sudan'",LOC,,,,,,,
17,train,96,"[700, 708): 'Ethiopia'",LOC,,,,,,,
17,train,96,"[743, 748): 'Sudan'",LOC,,,,,,,
17,train,96,"[870, 876): 'Turabi'",PER,,,,,,,
17,train,96,"[898, 905): 'Mubarak'",PER,,,,,,,
17,train,96,"[933, 949): 'Hassan al-Turabi'",PER,,,,,,,
17,train,96,"[971, 993): 'National Islamic Front'",ORG,,,,,,,
17,train,96,"[1026, 1034): 'Sudanese'",MISC,,,,,,,
17,train,96,"[1200, 1208): 'Sudanese'",MISC,,,,,,,
17,train,96,"[1288, 1293): 'Egypt'",LOC,,,,,,,
17,train,96,"[1415, 1423): 'Sudanese'",MISC,,,,,,,
17,train,97,"[11, 18): 'Turkish'",MISC,,,,,,,
17,train,97,"[55, 63): 'ISTANBUL'",LOC,,,,,,,
17,train,97,"[75, 82): 'Turkish'",MISC,,,,,,,
17,train,97,"[197, 205): 'IMKB-100'",MISC,,,,,,,
17,train,97,"[602, 611): 'Interbank'",ORG,,,,,,,
17,train,97,"[941, 947): 'Isbank'",ORG,,,,,,,
17,train,97,"[992, 1000): 'Cukurova'",ORG,,,,,,,
17,train,97,"[1248, 1265): 'Istanbul Newsroom'",ORG,,,,,,,
17,train,98,"[124, 138): 'Alicia Machado'",PER,,,,,,,
17,train,98,"[145, 155): 'New Mexico'",LOC,,,,,,,
17,train,98,"[310, 321): 'Los Angeles'",LOC,,,,,,,
17,train,98,"[377, 387): 'Las Cruces'",LOC,,,,,,,
17,train,98,"[459, 466): 'Machado'",PER,,,,,,,
17,train,98,"[574, 591): 'Los Angeles-based'",MISC,,,,,,,
17,train,98,"[679, 688): 'Venezuela'",LOC,,,,,,,
17,train,98,"[706, 713): 'Reuters'",ORG,,,,,,,
17,train,98,"[719, 726): 'Machado'",PER,,,,,,,
17,train,98,"[823, 836): 'Marta Fajardo'",PER,,,,,,,
17,train,98,"[931, 940): 'Las Vegas'",LOC,,,,,,,
17,train,98,"[1143, 1150): 'Machado'",PER,,,,,,,
17,train,98,"[1280, 1287): 'Machado'",PER,,,,,,,
17,train,98,"[1436, 1450): 'Nikki Campbell'",PER,,,,,,,
17,train,98,"[1514, 1521): 'Machado'",PER,,,,,,,
17,train,98,"[1581, 1592): 'Los Angeles'",LOC,,,,,,,
17,train,98,"[1648, 1657): 'Venezuela'",LOC,,,,,,,
17,train,98,"[1718, 1727): 'Venezuela'",LOC,,,,,,,
17,train,98,"[1732, 1739): 'Machado'",PER,,,,,,,
17,train,98,"[1823, 1850): 'Miss Venezuela Organisation'",ORG,,,,,,,
17,train,98,"[1866, 1873): 'Machado'",PER,,,,,,,
17,train,98,"[2131, 2144): 'Martin Brooks'",PER,,,,,,,
17,train,98,"[2159, 2176): 'Miss Universe Inc'",ORG,,,,,,,
17,train,98,"[2197, 2204): 'Machado'",PER,,,,,,,
17,train,98,"[2429, 2436): 'Reuters'",ORG,,,,,,,
17,train,99,"[11, 20): 'Kevorkian'",PER,,,,,,,
17,train,99,"[52, 59): 'PONTIAC'",LOC,,,,,,,
17,train,99,"[82, 96): 'Jack Kevorkian'",PER,,,,,,,
17,train,99,"[288, 304): 'Robert Aranosian'",PER,,,,,,,
17,train,99,"[333, 361): 'Pontiac Osteopathic Hospital'",LOC,,,,,,,
17,train,99,"[368, 377): 'Kevorkian'",PER,,,,,,,
17,train,99,"[401, 415): 'Patricia Smith'",PER,,,,,,,
17,train,99,"[420, 431): 'Lees Summit'",LOC,,,,,,,
17,train,99,"[669, 678): 'Kevorkian'",PER,,,,,,,
17,train,99,"[689, 704): 'Geoffrey Fieger'",PER,,,,,,,
17,train,99,"[727, 732): 'Smith'",PER,,,,,,,
17,train,99,"[763, 768): 'David'",PER,,,,,,,
17,train,99,"[800, 812): 'James Poland'",PER,,,,,,,
17,train,99,"[818, 827): 'Kevorkian'",PER,,,,,,,
17,train,99,"[923, 932): 'Kevorkian'",PER,,,,,,,
17,train,99,"[986, 991): 'Smith'",PER,,,,,,,
17,train,99,"[1102, 1111): 'Kevorkian'",PER,,,,,,,
17,train,99,"[1134, 1148): 'Louise Siebens'",PER,,,,,,,
17,train,99,"[1164, 1169): 'Texas'",LOC,,,,,,,
17,train,99,"[1215, 1225): 'Lou Gehrig'",PER,,,,,,,
17,train,99,"[1251, 1260): 'Kevorkian'",PER,,,,,,,
17,train,99,"[1268, 1281): 'Judith Curren'",PER,,,,,,,
17,train,99,"[1297, 1310): 'Massachusetts'",LOC,,,,,,,
17,train,100,"[21, 26): 'Texas'",LOC,,,,,,,
17,train,100,"[82, 107): 'Moody's Investors Service'",ORG,,,,,,,
17,train,100,"[245, 264): 'U.S. Municipal Desk'",ORG,,,,,,,
17,train,101,"[43, 49): 'German'",MISC,,,,,,,
17,train,101,"[78, 85): 'Germany'",LOC,,,,,,,
17,train,101,"[99, 106): 'Hamburg'",LOC,,,,,,,
17,train,101,"[144, 154): 'Gary Lauck'",PER,,,,,,,
17,train,101,"[236, 243): 'Germany'",LOC,,,,,,,
17,train,101,"[265, 278): 'United States'",LOC,,,,,,,
17,train,101,"[292, 299): 'Lincoln'",LOC,,,,,,,
17,train,101,"[301, 309): 'Nebraska'",LOC,,,,,,,
17,train,101,"[454, 460): 'German'",MISC,,,,,,,
17,train,101,"[507, 512): 'Lauck'",PER,,,,,,,
17,train,101,"[687, 693): 'German'",MISC,,,,,,,
17,train,101,"[767, 777): 'neo-Nazism'",MISC,,,,,,,
17,train,101,"[779, 784): 'Lauck'",PER,,,,,,,
17,train,101,"[879, 886): 'Germany'",LOC,,,,,,,
17,train,101,"[906, 911): 'Lauck'",PER,,,,,,,
17,train,101,"[1006, 1021): 'Guenter Bertram'",PER,,,,,,,
17,train,101,"[1086, 1093): 'Germany'",LOC,,,,,,,
17,train,101,"[1102, 1109): 'Bertram'",PER,,,,,,,
17,train,101,"[1143, 1148): 'Lauck'",PER,,,,,,,
17,train,101,"[1289, 1294): 'Lauck'",PER,,,,,,,
17,train,101,"[1542, 1550): 'neo-Nazi'",MISC,,,,,,,
17,train,101,"[1586, 1591): 'Lauck'",PER,,,,,,,
17,train,101,"[1770, 1785): 'Manfred Kanther'",PER,,,,,,,
17,train,101,"[1894, 1904): 'neo-Nazism'",MISC,,,,,,,
17,train,101,"[2057, 2062): 'Lauck'",PER,,,,,,,
17,train,101,"[2120, 2131): 'Hitleresque'",MISC,,,,,,,
17,train,101,"[2178, 2185): 'Bertram'",PER,,,,,,,
17,train,101,"[2431, 2450): 'National Socialists'",MISC,,,,,,,
17,train,101,"[2497, 2505): 'American'",MISC,,,,,,,
17,train,101,"[2575, 2582): 'Germany'",LOC,,,,,,,
17,train,101,"[2588, 2595): 'Denmark'",LOC,,,,,,,
17,train,101,"[2726, 2732): 'German'",MISC,,,,,,,
17,train,101,"[2790, 2803): 'United States'",LOC,,,,,,,
17,train,101,"[2805, 2812): 'Bertram'",PER,,,,,,,
17,train,101,"[2883, 2945): 'National Socialist German Workers ' Party Foreign Organisation'",ORG,,,,,,,
17,train,101,"[2947, 2955): 'NSDAP-AO'",ORG,,,,,,,
17,train,101,"[3104, 3112): 'NSDAP-AO'",ORG,,,,,,,
17,train,101,"[3117, 3128): 'NS Kampfruf'",ORG,,,,,,,
